Number,Meaning,MRCA Root,BarabaTatar,CodexCumanicus,NorthAltai,OldTurkic,SouthAltai,Azeri,Bashkir,Chuvash,CrimeanTatar,Dolgan,Gagauz,KaraKalpak,KarachayBalkar,Karaim,Kazakh,Khakas,Khalaj,Kirghiz,Kumyk,MiddleChulym,Nogai,Salar,WestYugur,Shor,KazanTatar,Tofa,Turkish,Turkmen,Tuvan,Uyghur,Uzbek,Yakut,Khalkha,Buriat,Kalmyck,Oirat,Kamnigan,Dagur,Shira-Yughur,Baoan,Dongxian,Minhe,Huzhu,Kangjia,Moghol,Middle Mongolian (Secret History),Middle Mongolian (Muqaddimat al-adab),Hezhe,Oroch,Udihe,Nanai (Middle Amur),Kur-Urmi,Nanai (Bikin),Orok,Ulcha,Jurchen,Manchu,Xibe,Even,Solon,Evenki (Kamnigan),Stony Evenki (PT = Podkamennaya Tunguska),Southern Evenki (Chiringda),Northern Evenki (Tutonchany),Northern Evenki (Tura),Negidal,Oroqen,Korean,Hwanghae,Southern Hamgyong,Northern Hamgyong,Southern Pyongan,Northern Pyongan,Jeju,Southern Jeolla,Northern Jeolla,Southern Gyeongsang,Northern Gyeongsang,Southern Chungcheong,Northern Chungcheong,Gyeonggi,Gangwon,(Late) Middle Korean,Japanese,Old Japanese,Amami Yamatohama ,Amami Asama,Amami Yoron,Okinawa Yonamine,Okinawa Shuri,Miyako Irabu,Yaeyama Ishigaki,Yaeyama Hatoma,Yonaguni,Kagoshima,Koshiki islands,Kumamoto,Fukuoka,Hachijo,,,,,,,,Eastern Evenki ,,"Southern Evenki  (Vershina-Tutury, Baikal)",
202.0,dust,*tiri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiri,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*poko-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hokori,,huhuɴ,,,puκui,sinabukui,mtabuki,ɸukui,hukui,kkùn,hokoi,hokoi,,hokori,hokori,,,,,,,,,,,
202.0,dust,*tik ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thi,thikepci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*monci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,menci,monci,mwunci,mwunci,,,,mwunci,mwunci,mwunci,mwunci,,,menci,,moncoy ,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*mongtang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mongtang,mongtang,,,,,,,,,pongtang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*kutum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kwutum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*bura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, buor,,,,,,,,,,,,,,,,,burəhi,,,burəŋgi,,,burəhi(n),buraki,buraki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*puŋsu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuŋsu,,,,,faŋsaŋgị ~ foŋsaŋgị,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*sutu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sutulaktein,sutu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*gumu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gumuhin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*pukta ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,puktaː(n),poŋta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*buledewun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buledewun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*namne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naːmnə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*tukala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tukala,tohola ~ tokola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*togur-sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,to:s(on),to:hon,to:sn,to:son,,,ʧoŋ,,tşəntu,,,,,to’osun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*šora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,šoroo(n),šoroy,šora,šora:,,,,,,shao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*šipu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ʃiro,,,ʃiru:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*caŋ,,,,,,,,,,,,šaŋ,,,šaŋ,,,čaŋ,čaŋ,,šaŋ,,"čam, čan",,,,,,,čaŋ,čaŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*to:ŕa,"tos, tosan",tos,tozun ~ tozïn  ,toz,,toz,tuδan,tuzan,toz,,to:z,,,toz,tozaŋ,tozïn,,,,tozan,,,tos,tozun,tuzan,,toz,tozan,do:zun,"tozaŋ, toz",,,,,,towrog,to:rog,tuarel,,,,,,"turu, turʁu",,,,,,,,,,,,,,,,tͻːrͻl,,,,,,,tɔːrag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*tobrak,,,,,tobraχ,,,,,,,,,,,,turpa:ḳ,,,,,ta:rïχ,"? torvaḳ, tïrvaḳ",,,toˁpraḳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*buḳu,,,,,,,,,,,,,buḳu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,fat (n.),*anpu-ra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abura,abura,Ɂabura,Ɂaɴbaa,abura,Ɂaɴraa ~ Ɂaɴdaa,Ɂaɴda,avva,aba,aba,ànda,abura,abura,abura,abura,abura,,,,,,,,,,,
203.0,fat (n.),*kilɨm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kilum,cilum,cilum,cilum,cilum,cilum,cilum,cilum,cilem,cilum,kilum,cilum,cilum,kilum,cilum,kilum,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,fat (n.),*ximu:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iməhsə,umuksə ~ imuksə,imo,simuksə ~ simsə,imuksə,simuksə ~ simuhsə,simuksə,simsə,,,,imse,,imuksə,imuːksə,imuːrən,imuːhs'o,imuksè,imuksə ~ imuhsə,imukšə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,fat (n.),*taru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taruu,targuː ~ tarhuːn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,fat (n.),*jipaŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʤifaŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,fat (n.),*si:lde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,šiːld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,fat (n.),*egükü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ö:x(ön),ö:xen,ökn,ö:ken,ö:kün,ougu,yykøn,"ʂgum, gum",fugun,oko,ooku,gun,,o’ukun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,fat (n.),*to-sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tosun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,fat (n.),*bay,may,,,,,,may,,,,,may,,,may,,,may,may,,may,,,,may,,,,,may,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,fat (n.),*yag ,,jav,yïɣ,yaɣ,"d'u 'жир, сало'",yaɣ,,śu,yaɣ,hïa,ya:,,ǰaw,yav,,čaɣ,ya:aɣ,,,čaɣ,,yaɣ,,čaɣ,,čaɣ,yaɣ,yaɣ,,yaɣ,yɔɣ,sïa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,fat (n.),*üs,,,,,,,,,,,,,,,,üs,,,,,,,,,,,,,üs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,fat (n.),*tö(y)naχ,,,,,,,,,,,,,,,,,,,,,,,tö(y)naχ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,father (n.),*toto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,otottɕan,tottsan ~ totosan,,otto,,,,,,,,,,,
204.0,father (n.),*oya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uja ,,,îya,ojaʔ,,,ojadʑi,,,,,,,,,,,,
204.0,father (n.),*pike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigee,bikee,,,,,,,,,,,,,,,,,
204.0,father (n.),*siyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjuu,,,,sjuu,,,,,,,,,,,,,,,,,,,,
204.0,father (n.),*titi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,titi,titi,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,father (n.),*ati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,father (n.),*amin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ama,amin-,abu ~ ami-,amen-,amịn-,ama ~ amịn-,amin-,ama (am- ~ amen-),ama,ama,amə,ama ~ aman-,amiŋ,amaː ~ amin,amiː ~ amiːn,ameː,amiː,ama,amin-,amen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,father (n.),*eči-ge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eceg,esege,eck,ecege,"ecege, öcögö",ečige,tʃiɣe,,,,,,,"ecige, eci’e, ecē",ecige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ɂaazja,acja,Ɂaci,,asa,,,,,,,,,,,,,,,,,,,
204.0,father (n.),"*ata, ete",ata,ata,ada,,ada,ata,ata,atte,,,,ata,ata,ata,,,,ata,ata,ada,ata,,,ada,ata,ata,,ata,ada,ata,ɔta,,,,,ada:,,,,,"ada, ata","ada, adi",aada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,father (n.),*aba,,,,,,,,,,,,,,,,,,,,,,apa,,aba,,,,,,,,,a:v,aba,a:v,a:v,aba,,,awa,"aba, awi",aba,aaba ,aba,,,,,,,,,,,,,,,,,,,,,,,,apeci,apaci,apaci,apaci,apaci,apaci,apang,apssi,apssi,apay,aypi,aypi,aypi,apa,apaci,"api, apa ",,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,father (n.),*aka,,,,,,,,,,aga,,,,,äke,,,,,,,,,,,,,,,,,aɣa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,father (n.),*ača,,,,,,,,,,,,,,,,,,,,,,,ača,,,,,,,,,,,,,,,ača:,adʒa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,father (n.),*baba,,,,,,,,,baba,,boba,,,,,paba,bå:ba,,,,,,,,,,baba,,,,,,,,,,,,baba,baba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,father (n.),*ḳaŋ,,,,ḳaŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0,fear (v.),"*yesu-, yentu-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"edzuka, jesu̥ka",,,,,,,,,,,,
205.0,fear (v.),*okana-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uggadzai,,,,okkanakja,,,,,,,,,,,
205.0,fear (v.),*tamanka-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tamagaʔ,tamagaru,tangaru,tamagaru,,,,,,,,,,,,
205.0,fear (v.),"*osǝ-, *ontǝ-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,osore-,odi-,Ɂuθurusjari,Ɂotoroohaɴ,kooturusaɴ,huturuseɴ,Ɂuturusjaɴ,uturusïkam,,,,otoroɕi,osorohi̥ka,otoroɕi̥ka,otoroɕiː,,,,,,,,,,,,
205.0,fear (v.),*naku-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nugurisjaaɴ,nakuraaɴ,niguran,,,,,,,,,,,,,,,,
205.0,fear (v.),*same- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sameɕi̥kja,,,,,,,,,,,
205.0,fear (v.),*mɨsɨ-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meswupta,,,,,,,,,muzuy- ,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0,fear (v.),*turi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,twulyeweha-,twulyeweha-,twulyeweha-,twulyeweha-,twulyeweha-,,twulyeweha-,twulyeweha-,twulyeweha-,twulyeweha-,twulyeweha-,twulyeweha-,twulyeweha-,twulyeweha-,twuli-,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0,fear (v.),*ge:le-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nələ-,ŋəːlə-či-,ŋələ-,ŋəːləː-či-,ŋələ-,ləːlə-,ŋəːlə-,ŋəːlə-ču-,gələ-,gələ-,gələ-,ŋeːl-,nəːli-,nəːlə-,ŋəːlə-,,ŋaːlit-,ňèlèt-,ŋọːlə- ~ ŋəːlə-,ŋəːlə-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0,fear (v.),*ayu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ay-,ay-,ə:-,əe-,aj-,ai,ai,aji,аji,ayi,ayi,aʝi,ai:-,ayu-,ai-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0,fear (v.),*ḳorḳ-,ḳorḳ-,chorch-,ḳoruḳ- ~ ḳorïḳ-,ḳorḳ,ḳorχï,ġorχ,ḳurḳ,χəʷra ,ḳorḳ,,,ḳorḳ,ḳorḳ,ḳorḳ,ḳorḳ,χorïχ,ḳorḳ,ḳorḳ,ḳorḳ,ḳo:ruḳ,ḳorḳ,χorɣa,ḳorḳ,ḳoruḳ,ḳurḳu,ḳoˁrt,kork,ġorḳ,ḳort,ḳorḳ,ḳọrḳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0,fear (v.),*kuttan-,,,,,,,,,,kuttan,,,,,,,,,,,,,,,,,,,,,,kuttan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*aru-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auɴ,auɴ,àyun,,,,,,,,,,,,,,,,
206.0,fight (v.),*oro-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ɂooruɴ,Ɂoojuɴ,oo,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*tata-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tatakaw-,tatakap-,,,tatakeɴ,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*toro-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θorauri,torojuɴ,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*sa-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ssawu-,ssamha-,,,ssawu-,ssawu-,,ssamha-,ssamcilha-,ssaamcilha-,ssampakcilha-,ssamcilha-,ssamcil-,ssamcilha-,ssamcilha-,sahwo-,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*tot-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tothwu-,tothwu-,,,tothamcci-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*tanta-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tanta-mači-,,,,,,,,,,tandə- / tandu-lʤu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*nogo-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no:ld-,no:lda-,,,,,,,,,,,,,ŋoːči-,,,,,"ŋooto-, mooto- ",,,,,,,,,,,ňorča-,motčan-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*wa:-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wali-,,,vaːčị-,,waːle- ~ waːča-,,,,,,,,,,,,waː-lde-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*sori-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sore-,sore-,sorga- / sorị- ~ sorị-la-,sori-,sore- ~ soro-,sori-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*del-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delmačo-,,,,dilmač- ~ dilmat-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*kusü:-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kusi-,,,kusiː-,,kuhiː-,,kusiː-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*təŋši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tənši-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*daila-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daila.ldu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*take-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taxelči-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*poge-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hügelse-,,,,,xogəldə ,,əɣəndu,baguerdi,baghalidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*ǰoda-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʒodoldo-,,,zodolda-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*aba-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alalda-,,,,,,,,,abaldu-,abaldu-,,,,,,,,,,afa-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*katku-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kondə,,,,"kandu, karəndu",,,qatqulda-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*sok-,soɣïš-,,soɣïš-,,soɣuš,,huɣïš,,,,,,,,,,,,,so:ɣus,soγïs,,,,suɣïš,? soˁḳšïr inf. = soˁḳïš ?,,,,soḳuš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*töbV-,,,,,,,,,,,,töbeles,,,töbeles,,,töbölöš,töbeleš,,töbeles,,,,,,dövüš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*ur- ,,,uruš-,,,vuruš,,,,,,urïs,,,,urus,vuruš,uruš,,,,vuruš,,uruš,,,vuruš,uruš,,uruš,uriš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*oksu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oχsus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*ölür-,,,,,,,,,,ölörüs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*čep- ,,,,,,,,śabəś,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,fight (v.),*ǰaɣa -,,,,,,,,,,,,,ǰaɣalaš,,,,,,,,,,,,? yaḳalaš,,,,,yaḳilaš,? yɔḳalaš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
