Number,Meaning,MRCA Root,BarabaTatar,CodexCumanicus,NorthAltai,OldTurkic,SouthAltai,Azeri,Bashkir,Chuvash,CrimeanTatar,Dolgan,Gagauz,KaraKalpak,KarachayBalkar,Karaim,Kazakh,Khakas,Khalaj,Kirghiz,Kumyk,MiddleChulym,Nogai,Salar,WestYugur,Shor,KazanTatar,Tofa,Turkish,Turkmen,Tuvan,Uyghur,Uzbek,Yakut,Khalkha,Buriat,Kalmyck,Oirat,Kamnigan,Dagur,Shira-Yughur,Baoan,Dongxian,Minhe,Huzhu,Kangjia,Moghol,Middle Mongolian (Secret History),Middle Mongolian (Muqaddimat al-adab),Hezhe,Oroch,Udihe,Nanai (Middle Amur),Kur-Urmi,Nanai (Bikin),Orok,Ulcha,Jurchen,Manchu,Xibe,Even,Solon,Evenki (Kamnigan),Stony Evenki (PT = Podkamennaya Tunguska),Southern Evenki (Chiringda),Northern Evenki (Tutonchany),Northern Evenki (Tura),Negidal,Oroqen,Korean,Hwanghae,Southern Hamgyong,Northern Hamgyong,Southern Pyongan,Northern Pyongan,Jeju,Southern Jeolla,Northern Jeolla,Southern Gyeongsang,Northern Gyeongsang,Southern Chungcheong,Northern Chungcheong,Gyeonggi,Gangwon,(Late) Middle Korean,Japanese,Old Japanese,Amami Yamatohama ,Amami Asama,Amami Yoron,Okinawa Yonamine,Okinawa Shuri,Miyako Irabu,Yaeyama Ishigaki,Yaeyama Hatoma,Yonaguni,Kagoshima,Koshiki islands,Kumamoto,Fukuoka,Hachijo,,,,,,,,Eastern Evenki ,,"Southern Evenki  (Vershina-Tutury, Baikal)",
9.0,2SG pronoun,*a-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anata,,,,,,,,,,ndá,,akko  ,,anta,,,,,,,,,,,,
9.0,2SG pronoun,*ore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ɂja(a),Ɂjaa,ura,Ɂjaa,Ɂjaa,ja-,waa,waa,,wa ~ wai ,,jado,,una,,,,,,,,,,,
9.0,2SG pronoun,*ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ni,ni,ni,ni,ni,nu,ni,ni,ni,ni,ni,ni,ni,ni,ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2SG pronoun,*ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ne,,na ~ nare,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2SG pronoun,*ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,či,ši,či,či, či,sí,ʧə,ʨi,tʂɯ,ʨi,qi,tʃi,či,či,ci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2SG pronoun,*ta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ta,,,,,ta,,,ta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2SG pronoun,*si,sin,,,,,,hin,,,,,,,,,sin,,,,,siz,,,,sin,,,,,,siz,,,,,,,,,,,,,,,,,či (čin-),si (sin-),si (sin-),si (sin- ~ simbi-),si (sin-),si (sin-),siː (sin-),si (sin-),ši,si (sin-),si (sin-),hiː (hin-),ši (šin-),siː,si (sin-),hiː,hiː,si,siː (sin-),šiː (šin-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,si (sin-),sɨ (sɨn-),śi,śi
9.0,2SG pronoun,*se ,,sen,sen,sen,sen,sän,,ezɘ,sen,en,sän,sen,sen,sen,sen,,sän,sen,sen,sän,,sen,sen,sen,,sen,sen,sen,sen,sän,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*naCi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ne,ne,nï,nɨgui,nii,nii,nii,nii,nii,nii,nìi,ne,nebai,ne,ne,nekko,,,,,,,,,,,
10.0,root (n.),*daga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da,,daː,daːčan,,daːca(n),daːta(n),daːča(n),da,da,,,,,,dagasan,,,daː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*ŋüːŋte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ŋiŋtə,ŋiŋtə,,,,,,,,,ŋeːŋte,niːnt,niːntə,ŋiŋtə ~ niŋtə,,ŋiːntə,ňiňtè,niŋtə ~ ŋiŋtə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ŋiŋtə ~ niŋtə,ŋɨŋtə ~ nɨŋtə,ŋiːntə,ŋiːntə
10.0,root (n.),*texeːn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,təhə,,təhə,,təhə,,,,,,,,,,,təhən ~ təkən,təkən,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*pule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fulxo,,,,,,,,,,ppwuli,ppwulekci,ppwuleyki,ppwulekci,ppwulekci,ppwulekci,ppwulli,ppwulayngi,ppwulingi,ppwulingi,ppwuleki,ppwulengi,ppwulengi,ppwulengi,ppwulengkechi,pwulhwi ~ pwulhuy ,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*mui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muiktə,muihtə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*ündü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ündes,ündehen,,ündesen,ündehün,undəsa,,,,,,"hulur, hurlu",,,hündüsün,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*hiǰaɣur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yaʒgu:r,,yozu:r,yozu:r,uʒu:r,hoǯore,,ɵʥɵr,,dʐor,ɕʥuur,,,xuǰa'ur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*uŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uŋə,uŋgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*tüŋge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tüŋge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*sapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*gantu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gəndzɯ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*tạmor,tamïr,,,,,,tamïr,tïmar,tamïr,,,tamïr,tamïr,tamur,tamïr,,,tamïr,tamur,,tamïr,,,,tamïr,,,,,tomur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*yïldïŕ,,,,yïltïz,,,,,,hilis,,,,,,,,,,čəltəs,,,yïltïs,čïltïs,,sïldïs,,,,yiltiz,ildiz,silis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*taŕïl ~ *tasïl,tazïl,,tazïl,,tazïl,,,,,,,,,,,,,,,,,,,tazïl,,,,,dazïl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*kök,,,,,,kök,,,,,kök,,,,,,,,,,,,,,,,kök,kök,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*tüp,,tub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*ö:ŕ,,,,,,,,,,,,,,,,,,,,,,o:zeχ,,,,,,,,,,,,,,,,,ɔrɔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*ǰele-ɣe bor,,,,,,,,,,,,,,,,čilege bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,root (n.),*bi:χ bor,,,,,,,,,,,,,,,,,bi:χ bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,come (v.),*o-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o-,o-,o-,o-,o-,o-,o-,o-,o-,,o-,o-,o-,o-,o-,wo-,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,come (v.),*eme-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,əmə-,əmə-,əmə-,,əmə-,di- ~ didə-,,,,,,em-,əmə-,əmə-,əmə-,əmə-,əmə-,èmè-,əmə-,əmə-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,əmə-,əmə-,əmə-,əmə-
11.0,come (v.),*di-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʤi-,,,,di-,diu,ʤi-,ʤi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,come (v.),*xinda-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sinda-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,come (v.),*is-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iši- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,come (v.),*ire-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ir-,ere-,ir-,ire-, iro­ ,ir­,ere-,er-,irə-,ri-,ra-,re-,irȧ-,yire- ,ire-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,come (v.),*kẹl-,kĕl,kel,kel,kel,kel,ǵäl,kil,kil,kel,kel,gel,kel,kel,kel,kel,kil,käl,kel,gel,kæl,kel,gel,kel,kel,kil,kel,gel,gel,kel,käl,kel,kel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ko-,ko-,ki(i),kjuɴ,kjuɴ,suɴ,cuuɴ,fuï,kï(ï)ɴ,ku(u)ɴ,khùn,kuʔ,kuru; kui,kuru ~ kuʔ,kuru,,,,,,,,,,,,
12.0,breast (n.) ,*mune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mune,mune,munï,"nɨɨ, munɨɨ",nipara,nii,ɴni,mnivcï,ɴni,ɴɴni,ccimuti,mune,mune,mune,mune,mune,,,,,,,,,,,
12.0,breast (n.) ,*kasʌm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kasum,kasum,kasum,kasum,kasum,kasum,kasum,kasim,kasim,kasim,kasum,kasim,kasim,kasim,kasim,kasom,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,breast (n.) ,*tiŋən,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiŋən,tiŋə(n),tiŋə,tuŋən,tiŋən,tuŋgə(n),tuŋə,tuŋgə(n),tuŋgə,tuŋgən,tuŋun,tiŋen,,tiŋən,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,breast (n.),*xosoptu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hosoptu,,,,,,,,,,,,tiŋən,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,breast (n.),*piken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hikən,hikon,hikɒːn,hikèn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hikən,hɨkən,,
12.0,breast (n.) ,*kenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kenger,,,,,,,,,,,,,,,,,,,,,,həŋgər,,,,,,,kəːŋtirə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kəntɨrɵː,kəntɨrɵː
12.0,breast (n.),*erčü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,örč,örči,,ərcō ,,,,,,iʃʤɔ ~ ir˳tʃɔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,breast (n.) ,*ebčiɣün,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,übsü:n,övcün,övcü:n, öbcö:,,pədʒyyn,ebʨaŋ,,,ɕdʑauu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,breast (n.) ,*čeɣeǰi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce:ǰ(en),se:že,,če:ǰi,,,,,ətʂən,,,,čεiǰi ,če'eǰi ,ce:jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,breast (n.),*koko,kökräk,köksug,kögüs,kögüz,kögüs,köküs,kükräk,kəʷgəʷr,koküs,,gü:s,kökürek,kökürek,kökräk,kökrek,kögɘs,ki:es,kökürök,kökürek,,kökirek,küpräχ,gös,,kükräk,,göɣüs,kükrek,,kökräk,kọkrak,,xöx,xüxe(n,kökn,,,,hkön ~ hgön ,kugo,gogo ,kugo,kugo,,,kokan,köken,,,oko,kun,,,qu:(n) ~ qo:(n),,gugu ~ xuxun,xuxun,xuxuŋ,okan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ukun ~ xukun ~ xukur ,,,
12.0,breast (n.) ,*tö:ĺ,tüš,tos,töš,töš,töš,döš,tüš,,,tüös,,tös,töš,töš,tös,,,,töš,tös,,,tos,töš,tüš,töš,,döš,,,,tüös,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,breast (n.) ,*kebde,,,,,,,,,,,,gewde,,,kewde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,rain (n.),*amaCi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ame,ame,Ɂamï,Ɂamɨɨ,ami,Ɂamii,Ɂami,ami,aami,ami,àmi,ame,ame,ame,ame,ame,,,,,,,,,,,
13.0,rain (n.),*kelmeyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kelmeyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,rain (n.),*pi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pi,pi,pi,pi,pi,pi,pi,pi,pi,pi,pi,pi,pi,pi,,pi,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,rain (n.),*tük-de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tigdə,tigdə  ,tigdə,tugdə,tigdə,tugdə,tugdə,tugdə,,,,,,,tygdə,tɨgdə,tɨgdɒ,,tigdə,tegdə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tygdə,tɨɣdə,,
13.0,rain (n.),*udun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udu,,,,,,,,,,udan,ụdụŋ,udun,,,,udun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udun ,udun
13.0,rain (n.),*aga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,rain (n.),*boragan bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boro:(n) bor,boro:n bor,,, boron bor,,,,,,,,boron bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,rain (n.),*kura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xura,xur,xur,xura, huar,xura,Gura,Gura,khura,rwa,gura,,qura,qura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,rain (n.),*jag,yanɣïr,yamgur,ńaŋmïr,jaɣmur,d'aaš,yaɣïš,yamɣïr,śumər,yaɣïš,hamï:r,ya:mur,žawïn,ǰaŋur,yamɣur,žaŋbïr,naŋmïr,yaɣïš,ǰamɣïr,yaŋur,,jamɣïr,yaɣmur,yaɣmïr,naɣbur,yangïr,,yaɣmur,yaɣïš,,yamɣur,yɔmɣir,samï:r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,rain (n.),*sïb,,,,,,,,,,,,,,,,,,,,suɣ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,rain (n.),*öksö,,,,,,,,,,,,,,,,,,,,,,,,,,öˁsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,rain (n.),*čas bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,čaˁs bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,1SG,*onǝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oru,,,,,,,,,,,,,
14.0,1SG,*a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a-,,,ânu,atai,ataɕi,,"ataki, ataɕi ",,,,,,,,,,,,
14.0,1SG,*na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,nay,nay,nay,nay,nay,na,na,nay,nay,nay,nay,na,na,nay,na,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,1SG,*bi,min,,,,,,min,,,min,,,,,,min,,,,,,,,,min,,,,,,,min,bi,bi,bi,bi, bi,bi,bə,bə,bi,bi,bu,bi,bi,bi,bi,bi (min-),bi (min-),bi (min(ə)-),mi (min- ~ mimbi-),mi (min-),bi (min-),biː (min-),bi (min-),bi (min-),bi (min-),bi (min-),biː (min-),bi (min-),biː,bi (min-),bi,biː,bi,bi (min-),biː (min-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bi (min-),bɨ (mɨn-),bi,bi
14.0,1SG,*be,,men,men,ben,men,män,,ebɘ,men,,bän,men,men,men,men,,män,men,men,män,men,men,men,men,,men,ben,men,men,män,men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ware,wa ,waɴ,waɴ,waa,wanuu,waɴ,,banu,baa ,,,,,,wa ~ wai,,,,,,,,,,,
15.0,name (n.),*na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,namae bor,na,na(a),naa,naa,naa,naa,naa,naa,naa,náa,namae bor,namae bor,na,namae bor,nameː bor,,,,,,,,,,,
15.0,name (n.),*nil-kʌt-ʌm ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ilum,ilum,ilum,ilum,ilum,ilum,ilum,ilum,ilum,ilum,ilum,ilum,ilum,ilum,ilum,ilhom ~ ilhum ,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,name (n.),*gerbüː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gərbi,gəbbi,gəgbi,gərbu,gərbi-,gərbi,gəlbu,gəlbu,gəbu,gəbu,gəv,gerbe,gəbbi,gərbiː,gərbiː,gərbiː,gərbiː,gèrbi,gəlbi,gərbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gərbiː,gərbɨː,gerbi,gerbi
15.0,name (n.),*nere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ner,nere,nern,neren,norən ,nera ,nere,nerə,niərə,niere,nira,nere,nεrʌ,nere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,name (n.),*a:t,at,at,at,at,at,ad,,yat,ad,a:t,ad,at,at,ad,at,at,a:t,at,at,at,at,at,at,at,at,at,ad,at,at,at,ɔt,a:t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,name (n.), *ism bor,,,,,,,isem bor,,,,,,,,,,,,,,,,,,,,isim bor,,,,ism bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,louse (n.),*sira-mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sirami,sirami,siraɴ,sɨnaɴ,sjaɴ,saami ~ siraami,siraɴ,ssam,ssaɴ,ssaɴ,ccân,ɕi̥tame,ɕirame,ɕirame,ɕirami,ɕamme,,,,,,,,,,,
16.0,louse (n.),*kalangi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kalangi,kalangi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,louse (n.),*siali-ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ssikemi,ssekali,,,,sekkalay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,louse (n.),*isipho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,isipho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,louse (n.),*ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ni,ni,,ni,ni,ni,ni,i,i,,,,,i,,ni,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,louse (n.),*nile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ńilkə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,louse (n.),*kumke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kuməkə,kumə,kumugə,,kuŋkə,,,,,,,kumke,huŋkə,kumkəː,kumkə,kumko:,kumkə,kumkè,kumkə,kumkə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kumkə,kʉmkə,kumkə,kumkə
16.0,louse (n.),*ti-kte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,čiːktə,,čiktə,čiktə,tiqtə,tihə,čihə,čixə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,louse (n.),*böge-sün,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bö:s(ön),bö:hen,bö:sn,bö:sen, bōhun , bōs,byysən,bɵ:sɵŋ,bosun,bosi,boosə,"bɵsun, bɵ:sun",busu,bo'esun,bö'e:sün,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
